fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
40,0.45055690620229544,0.24912527888313035,0.36,0.377896138482024,0.10350584307178634,0.1661925434347816,0.30094649423439557,0.9864952325806468,0.8002174566821664,0.3717363344051447,0.7016171100678142,0
41,0.5463900039577091,0.3554438234660499,0.3,0.17700843320017753,0.1268781302170284,0.2356764981485498,0.15905939652949566,0.9860366666241323,0.7796516066347422,0.19990353697749197,0.6202399582681273,0
42,0.4633346525696839,0.27570491502886024,0.2,0.16404793608521973,0.5342237061769617,0.11060537966376706,0.048318247101281096,0.984202402798074,0.764961713743725,0.4093247588424438,0.7016171100678142,0
43,0.5016678916718493,0.3886683686482123,0.22,0.13812694185530405,0.09515859766277131,0.12450217060652069,0.07946419537796644,0.984202402798074,0.791403520947556,0.5704180064308682,0.6880542514345331,0
44,0.4186125402838242,0.3953132776846448,0.02,0.11220594762538837,0.0634390651085142,0.06891500683550615,0.037936264342385985,0.9828267049285303,0.8442871353552178,0.20527331189710613,0.6338028169014085,0
45,0.27805733024255097,0.2956396421381577,0.15,0.13164669329782513,0.07011686143572624,0.11060537966376706,0.22481195400249807,0.9764067815373265,0.9676822356397622,0.22675241157556272,0.8779342723004695,0
46,0.4761123989370724,0.5714033671501054,0.43,0.13812694185530405,0.17028380634390652,0.305160452862318,0.39438433906445164,0.9846609687545885,0.7767136280565388,0.3180385852090032,0.6134585289514867,0
47,0.5400011307740148,0.14280673430021074,0.52,0.09924545051043054,0.16861435726210353,0.1661925434347816,0.1279134482528103,0.9844316857763312,0.7767136280565388,0.23749196141479098,0.6338028169014085,0
48,0.3930570475490473,0.21590073370096796,0.23,0.09924545051043054,0.09015025041736228,0.06891500683550615,0.041396925262017686,0.9819095730155013,0.8031554352603697,0.22675241157556272,0.6134585289514867,0
49,0.34194606207949335,0.15609655237307568,0.37,0.0862849533954727,0.10350584307178634,0.1661925434347816,0.33209244251108094,0.980992441102472,0.7972794781039628,0.23749196141479098,0.6134585289514867,0
50,0.5463900039577091,0.3886683686482123,0.26,0.10572569906790945,0.10350584307178634,0.055018215892752506,0.07946419537796644,0.9848902517328457,0.7473338422745044,0.32340836012861734,0.6134585289514867,0
51,0.40583479391643573,0.2956396421381577,0.04,0.13812694185530405,0.09515859766277131,0.11060537966376706,0.051778908020912805,0.9814510070589868,0.8207833067295903,0.26434083601286174,0.6270213875847679,0
52,0.40583479391643573,0.2823498240652927,0.04,0.13164669329782513,0.0934891485809683,0.08281179777825978,0.048318247101281096,0.9812217240807295,0.817845328151387,0.2697106109324759,0.6270213875847679,0
53,0.5336122575903206,0.20261091562810302,0.36,0.18996893031513537,0.11519198664440736,0.4163347804043471,0.4116876436626101,0.9846609687545885,0.7620237351655217,0.22675241157556272,0.6270213875847679,0
54,0.4697235257533781,0.2889947331017252,0.15,0.17700843320017753,0.1636060100166945,0.45802515323260806,0.2524972413595517,0.9812217240807295,0.7532097994309113,0.26434083601286174,0.6812728221178925,0
55,0.4761123989370724,0.3620887325024824,0.04,0.24181091877496672,0.12020033388981638,0.3468508256905789,0.15559873560986395,0.9864952325806468,0.8031554352603697,0.21064308681672025,0.6338028169014085,0
56,0.6358342285294284,0.2291905517738329,0.57,0.21588992454505104,0.0968280467445743,0.055018215892752506,0.034475603422754277,0.9848902517328457,0.7150160779142666,0.26434083601286174,0.640584246218049,0
57,0.4633346525696839,0.36873364153891486,0.12,0.3260541500221926,0.1652754590984975,0.6942705992594199,0.3805489413528107,0.987641647471933,0.7796516066347422,0.33951768488745976,0.6270213875847679,0
58,0.4825012721207666,0.34215400539318497,0.18,0.14460719041278294,0.10684474123539232,0.2356764981485498,0.18675419674810337,0.985807383645875,0.8295972424642007,0.2428617363344051,0.6677099634846113,0
59,0.45055690620229544,0.2092558246645355,0.31,0.1510874389702619,0.10350584307178634,0.12450217060652069,0.15906923323314517,0.9828267049285303,0.8237212853077939,0.2160128617363344,0.6270213875847679,0
60,0.5463900039577091,0.21590073370096796,0.4,0.13812694185530405,0.11185308848080135,0.2634700800340571,0.17983295586936382,0.9869537985371613,0.8325352210424041,0.2697106109324759,0.6134585289514867,0
61,0.4761123989370724,0.4086030957575097,0.49,0.11220594762538837,0.17195325542570952,0.27736687097681073,0.3874701822315502,0.984202402798074,0.764961713743725,0.3072990353697749,0.6202399582681273,0
62,0.4633346525696839,0.2956396421381577,0.16,0.11868619618286728,0.12186978297161939,0.1661925434347816,0.12100240840007767,0.984202402798074,0.8149073495731834,0.2589710610932476,0.6338028169014085,1
63,0.4313902866512127,0.43850518642145586,0.05,0.1251664447403462,0.11519198664440736,0.18008933437753524,0.18675419674810337,0.9837438368415595,0.817845328151387,0.23212218649517682,0.6541471048513302,0
64,0.4441680330186012,0.43186027738502336,0.05,0.2968930315135375,0.12353923205342236,0.055018215892752506,0.03794751785520312,0.9828267049285303,0.8237212853077939,0.13546623794212218,0.7287428273343767,0
65,0.4441680330186012,0.43186027738502336,0.05,0.2968930315135375,0.12353923205342236,0.055018215892752506,0.03794751785520312,0.9828267049285303,0.8237212853077939,0.1365133564419611,0.7287428273343767,0
66,0.4633346525696839,0.2956396421381577,0.11,0.09276520195295161,0.11185308848080135,0.15229575249202798,0.13484489015755677,0.984202402798074,0.8266592638859972,0.23841550692396568,0.640584246218049,0
67,0.40583479391643573,0.4185704593121584,0.07,0.09924545051043054,0.10684474123539232,0.08281179777825978,0.05178999961268221,0.9828267049285303,0.8325352210424041,0.23841550692396568,0.7151799687010955,0
68,0.5783343698761803,0.16274146140950815,0.57,0.1251664447403462,0.10350584307178634,0.3746444075760862,0.2248210215811709,0.9844316857763312,0.7855275637911491,0.3510441995619708,0.7151799687010955,0
69,0.4952790184881551,0.4185704593121584,0.05,0.11868619618286728,0.10350584307178634,0.11060537966376706,0.0656324813701613,0.9828267049285303,0.8031554352603697,0.4368565368099746,0.7016171100678142,0
70,0.4761123989370724,0.36873364153891486,0.08,0.11868619618286728,0.10684474123539232,0.20788291626304253,0.09331744488511948,0.9839731198198167,0.7972794781039628,0.21696242261196474,0.6338028169014085,0
71,0.4761123989370724,0.3953132776846448,0.23,0.13164669329782513,0.1268781302170284,0.2356764981485498,0.3321002552016339,0.9828267049285303,0.7972794781039628,0.18478279614396328,0.6338028169014085,0
72,0.4761123989370724,0.4086030957575097,0.22,0.11868619618286728,0.12020033388981638,0.24957328909130344,0.3251790143228943,0.982597421950273,0.7943414995257594,0.18478279614396328,0.6338028169014085,0
73,0.5144456380392379,0.398635732202861,0.26,0.13164669329782513,0.12020033388981638,0.15229575249202798,0.14868737191503587,0.9860366666241323,0.7943414995257594,0.2115991515339645,0.6134585289514867,0
74,0.6038898626109571,0.16274146140950815,0.54,0.1575676875277408,0.13689482470784642,0.38854119851883984,0.2871121894898268,0.9878709304501903,0.7855275637911491,0.36713401279597146,0.640584246218049,0
75,0.5463900039577091,0.2225456427374004,0.64,0.13812694185530405,0.13522537562604345,0.12450217060652069,0.14522675147566608,0.988329496406705,0.8619150068244386,0.28132167554796766,0.7016171100678142,0
76,0.5463900039577091,0.2225456427374004,0.64,0.13812694185530405,0.13522537562604345,0.12450217060652069,0.14522675147566608,0.988329496406705,0.8619150068244386,0.28132167554796766,0.7016171100678142,0
77,0.4186125402838242,0.47172973160361825,0.0,0.1510874389702619,0.15358931552587649,0.1939861253202889,0.1036993062032288,0.9837438368415595,0.8560390496680316,0.222325693689965,0.7151799687010955,0
78,0.41222366710013,0.4484725499761046,0.12,0.1251664447403462,0.12353923205342236,0.1661925434347816,0.2767303281717175,0.9819095730155013,0.8149073495731834,0.20623588045596425,0.6744913928012519,0
79,0.5144456380392379,0.36541118702069864,0.2,0.09276520195295161,0.11352253756260436,0.3746444075760862,0.4116945253071386,0.985119534711103,0.7502718208527079,0.5280321451359787,0.6066770996348461,0
80,0.3802793011816588,0.24912527888313035,0.2,0.09924545051043054,0.09515859766277131,0.04112142494999887,0.05178999961268221,0.9819095730155013,0.8237212853077939,0.22768896476796524,0.6134585289514867,0
81,0.4825012721207666,0.23583546081026538,0.7,0.11868619618286728,0.7545909849749582,0.305160452862318,0.23174226245991045,0.9855781006676175,0.7414578851180975,0.6138444823839827,0.6270213875847679,0
82,0.4569457793859897,0.2823498240652927,0.47,0.1251664447403462,0.09965108854976934,0.2912636619195644,0.2525059850961291,0.9846609687545885,0.8090313924167766,0.23305223584596543,0.6066770996348461,0
83,0.45055690620229544,0.3953132776846448,0.26,0.11220594762538837,0.5238415330521659,0.22177970720579615,0.17637233542999403,0.9844316857763312,0.7502718208527079,0.5387586872919792,0.6270213875847679,0
84,0.386668174365353,0.1494516433366432,0.48,0.11220594762538837,0.07675827090995747,0.24957328909130344,0.21097853982369177,0.9821388559937585,0.8325352210424041,0.34568092848397053,0.6880542514345331,0
85,0.4250014134675185,0.31557436924745513,0.15,0.13812694185530405,0.08618472523223294,0.2634700800340571,0.13830551059692653,0.982597421950273,0.8237212853077939,0.24377877800196593,0.6744913928012519,0
86,0.5336122575903206,0.27570491502886024,0.28,0.11868619618286728,0.1319703605118567,0.27736687097681073,0.4705250727764248,0.985119534711103,0.6826983135540289,0.9731836446099987,0.6609285341679708,0
87,0.4761123989370724,0.27570491502886024,0.26,0.11868619618286728,0.06733181658768199,0.12450217060652069,0.10715992664259857,0.9837438368415595,0.817845328151387,0.27059513339196717,0.640584246218049,0
88,0.5783343698761803,0.2092558246645355,0.44,0.13164669329782513,0.1279304515165958,0.4719219441753617,0.4324582479433573,0.9864952325806468,0.7443958636963011,0.5816648559159812,0.6338028169014085,0
89,0.4313902866512127,0.3620887325024824,0.08,0.11220594762538837,0.08618472523223294,0.11060537966376706,0.08293558356701017,0.9864952325806468,0.8442871353552178,0.2115991515339645,0.5998956703182056,0
90,0.4888901453044609,0.2956396421381577,0.26,0.11868619618286728,0.09022463422749387,0.5830962717173909,0.4843675545339039,0.9832852708850448,0.7708376709001319,0.21696242261196474,0.6338028169014085,0
91,0.5336122575903206,0.27570491502886024,0.28,0.11868619618286728,0.1319703605118567,0.27736687097681073,0.4705250727764248,0.985119534711103,0.6826983135540289,0.9731836446099987,0.6609285341679708,0
92,0.5336122575903206,0.27570491502886024,0.29,0.1251664447403462,0.1319703605118567,0.2634700800340571,0.4601432114583155,0.985119534711103,0.6826983135540289,0.9892734578439996,0.6541471048513302,0
93,0.4761123989370724,0.27570491502886024,0.26,0.11868619618286728,0.06733181658768199,0.12450217060652069,0.10715992664259857,0.9837438368415595,0.817845328151387,0.27059513339196717,0.640584246218049,0
94,0.30361282297732795,0.6278850939597814,0.04,0.0862849533954727,0.044438998947870116,0.5691994807746372,0.29403343036856633,0.9773239134503557,0.9236125569667106,0.18478279614396328,0.7016171100678142,0
95,0.2844462034262452,0.3487989144296174,0.17,0.14460719041278294,0.06194527126066743,0.2356764981485498,0.3667064595953316,0.975948215580812,0.9529923427487451,0.24914204907996618,0.8643714136671883,0
96,0.4186125402838242,0.46508482256718575,0.0,0.18996893031513537,0.12119726985782758,0.11060537966376706,0.0794749631276404,0.9835145538633022,0.8354731996206076,0.22768896476796524,0.7151799687010955,0
97,0.4313902866512127,0.2823498240652927,0.25,0.1251664447403462,0.07810490724171112,0.04112142494999887,0.07601434268827062,0.9830559879067875,0.7767136280565388,0.2652318623139669,0.6134585289514867,0
98,0.4697235257533781,0.5481461855225916,0.06,0.1575676875277408,0.09022463422749387,0.06891500683550615,0.03448689741583334,0.9839731198198167,0.817845328151387,0.22768896476796524,0.6541471048513302,0
99,0.5016678916718493,0.31225191472923886,0.18,0.11868619618286728,0.0915712705592475,0.18008933437753524,0.12100240840007767,0.985119534711103,0.791403520947556,0.24377877800196593,0.5998956703182056,0
100,0.5144456380392379,0.3554438234660499,0.3,0.13164669329782513,0.09695781588626208,0.15229575249202798,0.17291171499062427,0.985119534711103,0.8207833067295903,0.2545053201579664,0.6812728221178925,0
101,0.4825012721207666,0.2823498240652927,0.3,0.11868619618286728,0.08483808890047931,0.11060537966376706,0.07601434268827062,0.9821388559937585,0.7943414995257594,0.22768896476796524,0.6948356807511737,0
102,0.5016678916718493,0.31225191472923886,0.18,0.11868619618286728,0.0915712705592475,0.18008933437753524,0.12100240840007767,0.985119534711103,0.791403520947556,0.24377877800196593,0.5998956703182056,0
103,0.5016678916718493,0.33218664183853625,0.22,0.13164669329782513,0.0875313615639866,0.1661925434347816,0.2248210215811709,0.9839731198198167,0.7884655423693525,0.200872609377964,0.6134585289514867,0
104,0.4441680330186012,0.27570491502886024,0.24,0.13812694185530405,0.07810490724171112,0.06891500683550615,0.12446302883944745,0.9823681389720158,0.8002174566821664,0.18478279614396328,0.6270213875847679,0
105,0.5016678916718493,0.33218664183853625,0.22,0.13164669329782513,0.0875313615639866,0.1661925434347816,0.2248210215811709,0.9839731198198167,0.7884655423693525,0.200872609377964,0.6134585289514867,0
106,0.4825012721207666,0.2225456427374004,0.68,0.10572569906790945,0.6127195309479061,0.24957328909130344,0.23866350333865,0.9853488176893602,0.7267679922270803,0.6299342956179834,0.6202399582681273,0
107,0.3802793011816588,0.36873364153891486,0.31,0.10572569906790945,0.10234436121327664,0.20788291626304253,0.22136040114180108,0.9844316857763312,0.838411178198811,0.3510441995619708,0.6202399582681273,0
108,0.4952790184881551,0.16938637044594065,0.53,0.1575676875277408,0.10638427020853755,0.24957328909130344,0.2767303281717175,0.9860366666241323,0.8119693709949801,0.356407470639971,0.640584246218049,0
109,0.5016678916718493,0.47172973160361825,0.52,0.1251664447403462,0.14812999649290037,0.5136123170036226,0.5293556202457109,0.9844316857763312,0.764961713743725,0.2974114887819683,0.6202399582681273,0
110,0.4825012721207666,0.3222192782838876,0.19,0.11220594762538837,0.12389054252133488,0.1661925434347816,0.16252985367251493,0.9832852708850448,0.7590857565873181,0.42612999465397416,0.6338028169014085,0
111,0.5208345112229321,0.3620887325024824,0.09,0.13812694185530405,0.09695781588626208,0.15229575249202798,0.3736277004740711,0.9832852708850448,0.7473338422745044,0.28132167554796766,0.6541471048513302,0
112,0.5208345112229321,0.3487989144296174,0.1,0.13812694185530405,0.09830445221801572,0.1939861253202889,0.3840095617921805,0.9832852708850448,0.7473338422745044,0.28132167554796766,0.6541471048513302,0
113,0.6294453553457341,0.15609655237307568,0.44,0.14460719041278294,0.0915712705592475,0.305160452862318,0.15906923323314517,0.9887880623632195,0.7972794781039628,0.2866849466259679,0.6473656755346896,0
114,0.4825012721207666,0.3222192782838876,0.19,0.11220594762538837,0.12389054252133488,0.1661925434347816,0.16252985367251493,0.9832852708850448,0.7590857565873181,0.42612999465397416,0.6338028169014085,0
115,0.5847232430598746,0.21590073370096796,0.31,0.13812694185530405,0.1050376338767839,0.18008933437753524,0.21443916026306153,0.9837438368415595,0.7238300136488769,0.2652318623139669,0.7016171100678142,0
116,0.5144456380392379,0.30892946021102263,0.28,0.11868619618286728,0.0875313615639866,0.15229575249202798,0.13830551059692653,0.9864952325806468,0.817845328151387,0.2545053201579664,0.6677099634846113,0
117,0.4825012721207666,0.3222192782838876,0.12,0.1251664447403462,0.09426454322275478,0.09670858872101343,0.09677806532448925,0.9846609687545885,0.8119693709949801,0.19550933829996375,0.6270213875847679,0
118,0.5463900039577091,0.31557436924745513,0.04,0.13812694185530405,0.14409008749763946,0.1939861253202889,0.19367543762684292,0.9828267049285303,0.764961713743725,0.24914204907996618,0.7287428273343767,0
119,0.4313902866512127,0.4086030957575097,0.08,0.11220594762538837,0.11446408819905937,0.305160452862318,0.3078759121260454,0.9821388559937585,0.8031554352603697,0.21696242261196474,0.6134585289514867,0
120,0.45055690620229544,0.6611096391419438,0.09,0.10572569906790945,0.22354163107110422,0.13839896154927434,0.3078759121260454,0.9828267049285303,0.791403520947556,0.23305223584596543,0.5998956703182056,0
121,0.5463900039577091,0.31557436924745513,0.04,0.13812694185530405,0.14409008749763946,0.1939861253202889,0.19367543762684292,0.9828267049285303,0.764961713743725,0.24914204907996618,0.7287428273343767,0
122,0.45055690620229544,0.4119255502757259,0.0,0.1575676875277408,0.08483808890047931,0.04112142494999887,0.044868758733942665,0.9869537985371613,0.8472251139334214,0.20623588045596425,0.6134585289514867,0
123,0.4952790184881551,0.42189291383037464,0.0,0.16404793608521973,0.0915712705592475,0.15229575249202798,0.1175417879607079,0.9860366666241323,0.8325352210424041,0.2115991515339645,0.6338028169014085,0
124,0.4825012721207666,0.2823498240652927,0.17,0.09924545051043054,0.09426454322275478,0.2912636619195644,0.3528639778378525,0.9823681389720158,0.817845328151387,0.18478279614396328,0.6338028169014085,0
125,0.5591677503250976,0.3620887325024824,0.04,0.11868619618286728,0.1804492684549877,0.3746444075760862,0.3113365325654152,0.9878709304501903,0.7502718208527079,0.30277475985996855,0.6270213875847679,0
126,0.5080567648555435,0.8338772740891881,0.0,0.10572569906790945,0.09291790689100116,0.04112142494999887,0.04140813829457289,0.9832852708850448,0.858977028246235,0.19014606722196353,0.7287428273343767,0
127,0.5016678916718493,0.8338772740891881,0.0,0.11220594762538837,0.09426454322275478,0.04112142494999887,0.04140813829457289,0.9832852708850448,0.8619150068244386,0.18478279614396328,0.7287428273343767,0
128,0.4952790184881551,0.34215400539318497,0.16,0.11220594762538837,0.07137172558294291,0.04112142494999887,0.05525062005205198,0.9828267049285303,0.8266592638859972,0.4207667235759739,0.7016171100678142,1
129,0.3738904279979645,0.20261091562810302,0.15,0.11220594762538837,0.0807981799052184,0.08281179777825978,0.0656324813701613,0.9812217240807295,0.8266592638859972,0.23305223584596543,0.6270213875847679,0
130,0.4952790184881551,0.4451500954578883,0.56,0.1251664447403462,0.14274345116588583,0.4163347804043471,0.4636038318976852,0.984202402798074,0.7737756494783354,0.28132167554796766,0.6270213875847679,0
131,0.34194606207949335,0.2823498240652927,0.09,0.14460719041278294,0.04982554427488468,0.2356764981485498,0.3424821165197432,0.9770946304720985,0.8883568140282694,0.2652318623139669,0.8711528429838289,0
132,0.34194606207949335,0.2823498240652927,0.09,0.14460719041278294,0.04982554427488468,0.2356764981485498,0.3424821165197432,0.9770946304720985,0.8883568140282694,0.2652318623139669,0.8711528429838289,0
133,0.40583479391643573,0.2823498240652927,0.01,0.09276520195295161,0.06463854392417472,0.2356764981485498,0.0898568244457497,0.9805338751459575,0.8207833067295903,0.23841550692396568,0.6541471048513302,0
134,0.4888901453044609,0.6411749120326463,0.05,0.13812694185530405,0.09695781588626208,0.18008933437753524,0.10023868576385903,0.9821388559937585,0.7678996923219286,0.222325693689965,0.6609285341679708,0
135,0.5208345112229321,0.4451500954578883,0.11,0.11868619618286728,0.1050376338767839,0.22177970720579615,0.21789978070243132,0.9835145538633022,0.7590857565873181,0.36713401279597146,0.640584246218049,0
136,0.5144456380392379,0.42521536834859086,0.15,0.11220594762538837,0.10369099754503028,0.13839896154927434,0.17983295586936382,0.984202402798074,0.7708376709001319,0.3403176574059703,0.6338028169014085,0
137,0.4441680330186012,0.22586809725561666,0.36,0.1251664447403462,0.09291790689100116,0.18008933437753524,0.1556086127937754,0.985119534711103,0.8442871353552178,0.27059513339196717,0.6134585289514867,0
138,0.4825012721207666,0.3222192782838876,0.19,0.13164669329782513,0.09291790689100116,0.20788291626304253,0.3632458391559618,0.9828267049285303,0.8002174566821664,0.21696242261196474,0.6338028169014085,0
139,0.4825012721207666,0.3222192782838876,0.19,0.1251664447403462,0.09291790689100116,0.2356764981485498,0.3736277004740711,0.9828267049285303,0.7972794781039628,0.21696242261196474,0.6338028169014085,0
140,0.5208345112229321,0.4451500954578883,0.11,0.11868619618286728,0.1050376338767839,0.22177970720579615,0.21789978070243132,0.9835145538633022,0.7590857565873181,0.36713401279597146,0.640584246218049,0
141,0.5144456380392379,0.42521536834859086,0.15,0.11220594762538837,0.10369099754503028,0.13839896154927434,0.17983295586936382,0.984202402798074,0.7708376709001319,0.3403176574059703,0.6338028169014085,0
